rec-id,version,first-name,surname,birth-name,postcode,city,ssn,birth-year,birth-month,birth-day
rec-13380,dup-0,sascha,lock,fanner,48301,nottuln,213575313,1941,5,7
rec-13389,dup-0,pace,jeffries,oliphamt,15732,schulzendorf b. eichenwade,276400422,2020,1,19
rec-13406,dup-0,mila,schumann,mccarthy,92552,teunz,560492970,199q,11,30
rec-13415,dup-0,taylah,morrison,mcphail,6493,ballenstedt,111661819,1955,5,20
rec-13423,dup-0,chelsea,marlow,,29587,natendorf,58165349,2009,8,27
rec-13425,dup-0,teresa,purdon,,24876,hollingstedt,341568398,1968,1,11
rec-13432,dup-0,isabella,liddy,hannett,90649,bamberg,651767856,2019,2,9
rec-13435,dup-0,madison,feeney,,7318,saalfeld/saale,2474977,1988,1,10
rec-13437,dup-0,yasmin,garcia,matthews,81829,munchen,216510287,1962,9,21
rec-13442,dup-0,georgia,clarke,,79244,munstertal,23369476,2020,12,14
rec-13457,dup-0,alana,ottewell,,51063,koln,390405450,1995,6,26
rec-13466,dup-0,leah,egglestone,,57581,katzwinkel (sieg),675661858,1983,7,26
rec-13468,dup-0,annabel,taborsky,,6502,thwle,758317985,1962,1,19
rec-13486,dup-0,alexandra,mccarthy,,80807,munchen,8328509870,1987,9,22
rec-13488,dup-0,keely,ryan,,22305,hamburg,114559161,1951,1,29
rec-13498,dup-0,alexandra,berryman,,21220,seevetal,761474715,2013,9,19
rec-13516,dup-0,crystal,tsouris,,84359,simbach a. inn,106743950,1953,12,11
rec-13524,dup-0,jacinta,clarke,,42899,remscheid,435903696,1993,01,19
rec-13530,dup-0,michaela,richmond,,1454,radeberg,858692439,2018,7,26
rec-13531,dup-0,danika,schaffarz,,81369,munchen,446131360,2013,9,23
rec-13543,dup-0,amy,deakin,,85356,freising,2924165,1996,1,31
rec-13551,dup-0,emiily,bartel,,74921,helmstadt-bargen,148676051,6,1951,11
rec-13553,dup-0,tahlia,reid,donaldson,75050,gemmingen,370856231,2019,10,8
rec-13565,dup-0,,clarke,caitlin,53545,linz am rhein,22869482,1984,6,2
rec-13580,dup-0,hayley,du,frammartino,33790,halle (westfalen),353552361,1945,2,2
rec-13586,dup-0,chelsea,fitzpatrick,dibben,44879,bochum,479634357,1952,7,7
rec-13590,dup-0,olivia,boase,,67715,geiselberg,307485991,1963,6,13
rec-13592,dup-0,olivia,coleman,clarke,32423,minden,42820133,1970,7,17
rec-13596,dup-0,emiily,mercorella,,76776,neuburg am rhein,362315432,2016,10,16
rec-13619,dup-0,demie,sailing,paterson,21745,hemmoor,194520410,1943,6,22
rec-13628,dup-0,ashleigh,baillie,,98528,suhl,528499226,1992,11,11
rec-13635,dup-0,teneille,clarke,millar,20359,hamburg,612962398,1972,12,13
rec-13647,dup-0,amalia,gascoigne,green,40468,dusseldorf,709756984,2004,10,12
rec-13657,dup-0,annabelle,hammill,,91620,ohrenbach,887260033,4,1972,20
rec-13662,dup-0,stephanie,capel,wolfenden,87755,kirchhaslach,723969956,1986,6,28
rec-13673,dup-0,jacinta,mcneill,pulford,64401,gross-bieberau,502983826,1943,1,23
rec-13681,dup-0,schkirra,clarke,,58095,hagen,448937978,1954,11,18
rec-13682,dup-0,tiana,price-austin,,46359,heiden,432684009,1944,6,15
rec-13684,dup-0,marianne,green,lusted,52459,inden,427385840,1962,21,2
rec-13688,dup-0,georgia,butt,pasco,50931,koln,692394250,1983,10,9
rec-13706,dup-0,charlize,meadows,mchenry,10437,berlin prenzlauer berg,746899425,2008,9,17
rec-13713,dup-0,carla,huddy,lodge,59423,unna,4851140,1970,10,7
rec-13733,dup-0,erin,heron,,41539,dormagen,528779573,2006,4,21
rec-13746,dup-0,alana,puttick,lease,87727,babenhausen,459531201,1987,1,7
rec-13756,dup-0,alana,ryan,,53175,bonn,6569380,2006,1,4
rec-13762,dup-0,annabel,eyles,stanley,13353,berlin wedding,722647944,1941,6,15
rec-13764,dup-0,paris,crouch,,63773,goldbach,7747694,1980,6,14
rec-13769,dup-0,kelsey,prestia,,47199,duisburg,193213487,2023,11,9
rec-13784,dup-0,isabella,leishman,donnison,76593,gernsbach,718531161,1983,9,3
rec-13788,dup-0,alicia,green,torzillo,69437,neckargerach,718344293,1978,3,5
rec-13797,dup-0,amber,madigan,,94545,hohenau,348999245,1973,8,23
rec-13800,dup-0,lia,nguyen,,8066,zwickau,67567889,1980,3,4
rec-13813,dup-0,bailey,wojciechowski,chammen,71540,murrhardt,400133122,1957,9,1
rec-13816,dup-0,madeline,lamprey,tuft,83254,breitbrunn a. chiemsee,54331480,1974,10,5
rec-13819,dup-0,chloe,thorpe,,1917,kamenz,834210243,2023,9,4
rec-13860,dup-0,rosie,nassau,noble,6308,klostermansfeld,701335032,1941,7,19
rec-13897,dup-0,sonja,green,,79807,lottstetten,728770757,1989,5,29
rec-13898,dup-0,clarke,fenwick,skye,25876,schwabstedt,74634481,1979,4,7
rec-13910,dup-0,macy,belling,stephenson,66133,saarbrucken,353553386,1986,3,8
rec-13920,dup-0,ella,fullgrabe,morrison,24361,gross wittensee,319763706,1977,12,26
rec-13930,dup-0,mathilde,bollen,swayne,10439,berlin prenzlauer berg,417946420,1966,7,13
rec-13932,dup-0,matilda,chandler,,67105,schifferstadt,669450246,1980,6,28
rec-13935,dup-0,gemaley,sherriff,,17309,pasewalk,438827330,1979,4,1
rec-13949,dup-0,louise,skeen,,46414,rhede,378295773,1944,5,18
rec-13954,dup-0,sascha,buckmaster,,89368,winterbach,761924911,1976,5,14
rec-13966,dup-0,alana,dakin,greenhalgh,27251,neuenkirchen,531356055,1967,8,3
rec-13967,dup-0,paige,birkin,,56170,bendorf,850173978,1961,5,31
rec-13969,dup-0,amy,conrick,,87471,durach,233695357,1969,2,13
rec-13971,dup-0,sophie,chandler,,27568,bremerhaven,7303992,1994,6,28
rec-13976,dup-0,stephanie,mahon,,97688,bad kissingen,108456441,1970,2,21
rec-14032,dup-0,holly,matthews,steers,45663,recklinghausen,276385423,2008,5,15
rec-14034,dup-0,emiily,green,weidenhofer,23970,wismar,17228734,1934,9,13
rec-14036,dup-0,rachael,white,,79682,todtmoos,232621836,1989,4,14
rec-14058,dup-0,josephine,webb,purdon,50170,kerpen,741194165,1999,8,13
rec-14062,dup-0,kayla,green,,33729,bielefeld,711193832,1990,4,13
rec-14079,dup-0,siggins,corie,,32429,minden,477887,2000,8,21
rec-14096,dup-0,jessica,green,,85356,freising,894972906,1961,10,10
rec-14099,dup-0,alana,robson,dudley,13353,berlin wedding,603254739,2011,11,17
rec-14113,dup-0,ruby,blackwell,ryan,91233,neunkirchen am sand,808360621,1968,2,19
rec-14119,dup-0,chloe,taranthoiene,meadows,74343,sachsenheim,456220396,1984,10,5
rec-14120,dup-0,kaitlin,ryan,,49824,ringe,851930893,1999,11,30
rec-14121,dup-0,alana,maczkowiack,,29553,bienenbuttel,68510055,1967,9,13
rec-14122,dup-0,annabella,denning,berry,16949,triglitz,502428780,1967,3,9
rec-14129,dup-0,olivia,miles,carberry,10178,berlin mitte,212140017,1938,22,6
rec-14130,dup-0,chloe,george,,89537,giengen an der brenz,755486956,2015,4,4
rec-14134,dup-0,ellie,trimble,,60322,frankfurt am main,24127672,1979,8,4
rec-14149,dup-0,isabella,bouras,,13187,berlin pankow,820100119,1964,7,2
rec-14169,dup-0,jasmine,bishop,,79359,riegel kaiserstuhl,317126723,2017,5,23
rec-14189,dup-0,roberta,monis,lock,4758,oschatz,444376283,1944,7,2
rec-14194,dup-0,warneke,simone,moog,25920,risum-lindholm,431729825,1988,11,3
rec-14206,dup-0,lushia,robson,blachnicki,86g37,scheuring,402273113,1999,1,24
rec-14217,dup-0,lara,negnevitski,,67817,imsbach,767822845,1991,6,8
rec-14233,dup-0,kailyn,leon,,4299,leipzig,45563913,1941,3,3
rec-14237,dup-0,sarah,chrisakos,,41366,schwalmtal,313511627,2001,4,2
rec-14242,dup-0,aleisha,malin,,30161,hannover,700925418,1980,6,29
rec-14265,dup-0,jade,bibby,,29345,unterluss,724908546,2012,10,24
rec-14277,dup-0,caitlin,grosser,chandler,85457,worth,95940020,1977,7,27
rec-14336,dup-0,amber,coleman,mohring,49692,cappeln (oldenbvrg),245471958,1985,6,20
rec-14347,dup-0,teegan,fangler,,33106,paderborn,255442474,1965,1,4
rec-14350,dup-0,jessica,maynard,,52076,aachen-sud (walheim,757403349,1992,8,29
rec-14382,dup-0,petreece,campbell,dejesus,57223,kreuztal,150362414,1977,7,29
rec-14390,dup-0,hannah,pomfret,della-verde,71297,monsheim,296760345,2007,5,24
rec-14397,dup-0,taylah,fernance,cassebohm,84088,neufahrn i. nb,40044675,2022,8,4
rec-14411,dup-0,ella,clarke,,10407,berlin prenzlauer berg,58873845,1985,20,9
rec-14413,dup-0,alissa,oddy,,35469,allendorf,793997145,1941,5,20
rec-14435,dup-0,natalee,white,,21037,hamburg,319840907,1999,11,3
rec-14439,dup-0,isabella,szomorkay,meaney,61267,neu-anspach,230378759,1950,7,1
rec-14445,dup-0,abbey,son,,48301,nottuln,80564550,1996,2,15
rec-14446,dup-0,stella,verco,,58638,iserlohn,697916320,1950,10,19
rec-14447,dup-0,victoria,nguyen,,42555,velbert,347294011,1983,7,10
rec-14450,dup-0,charlotte,bissett,hujsak,46149,oberhausen,783152875,1981,3,2
rec-14455,dup-0,amy,jigede,,38464,gross twulpstedt,633594227,1960,7,7
rec-14484,dup-0,lucinda,white,,99099,erfurt,343994722,1989,2,13
rec-14488,dup-0,lara,realubit,,13627,berlin charlottenburg-nord,851980350,1937,4,27
rec-14496,dup-0,boss,reid,elli,42107,wuppertal,256177901,1968,6,25
rec-14501,dup-0,lily,boyle,knapman,63814,mainaschaff,232897430,1942,6,15
rec-14504,dup-0,pascoe,matthews,alessandria,74937,spechbach,808560732,1989,2,26
rec-14521,dup-0,shana,flatman,,50858,koln,819855719,2006,6,26
rec-14522,dup-0,ysobel,zaroufis,,25421,pinneberg,144488681,4,2015,22
rec-14531,dup-0,josephine,nguyen,,90482,nurnberg,878958686,1945,7,2
rec-14532,dup-0,lily,papageorgiou,,8066,zwickau,620907781,2008,2,16
rec-14535,dup-0,haylee,green,brunssen,25996,wenningstedt-braderup (sylt),458791573,1966,4,22
rec-14536,dup-0,holly,ryan,,40470,dusseldorf,54022917,1970,7,15
rec-14542,dup-0,sophie,mason,,37351,dingelstadt,244623305,1963,8,8
rec-14554,dup-0,maya,bradshaw,,45359,essen,35867093,1981,4,4
rec-14565,dup-0,amber,mason,souoemezis,79692,kleines wiesental,268903899,2016,3,31
rec-14575,dup-0,chloe,reid,,44866,bochum,293990974,1980,2,25
rec-14581,dup-0,victoria,woodbury,tuckwell,56642,kruft,236502789,2021,10,28
rec-14599,dup-0,larissa,burford,baerwald,64297,darmstadt,200939137,1952,5,31
rec-14612,dup-0,tiarna,camp,,74736,hardheim,467600955,1961,3,24
rec-14626,dup-0,chloe,scarce,,32699,extertal,34637321,2000,7,10
rec-14631,dup-0,madison,berresford,,78739,hardt,145280798,1940,10,2
rec-14639,dup-0,talia,green,,59063,hamm,356122019,0,8,1953
rec-14641,dup-0,sarah,beattie,marlow,33617,bielefeld,648173384,1995,11,24
rec-14650,dup-0,taylah,hawes,,79774,albbruck,898483637,1997,5,24
rec-14657,dup-0,jacqueline,tsouris,bartel,33104,paderborn,529930644,2000,7,24
rec-14658,dup-0,emiily,coleman,,72414,rangendingen,7597501,1987,7,28
rec-14669,dup-0,kelsey,collinson,,59425,unna,619593632,2022,1,9
rec-14681,dup-0,bailee,campbell,,80802,munchen,570828541,1975,3,18
rec-14709,dup-0,brianna,reid,,46282,dorsten,4064951,1946,5,4
rec-14712,dup-0,diamond,halbe,,58515,ludenscheid-land incl. brugge,596119269,1978,7,21
rec-14727,dup-0,giaan,white,,76549,hugelsheim,62656179,6,1994,14
rec-14756,dup-0,ellie,reid,,21449,radbruch,90405449,1952,8,3
rec-14757,dup-0,emiily,gascoigne,,16727,velten,28218489,1967,4,14
rec-14758,dup-0,charlotte,glossop,thiessen,13353,berlin wedding,336148984,3,1989,4
rec-14768,dup-0,talena,bitmead,,26529,upgant-schott,127943197,1992,3,8
rec-14795,dup-0,amelia,timbrell,salt,75196,remchingen,13976107,1957,9,29
rec-14807,dup-0,amy,lanyon,,19376,marnitz,241836181,1957,11,6
rec-14809,dup-0,tara,burleigh,edson,64293,darmstadt,41271896,2000,6,15
rec-14813,dup-0,kiria,ryan,,32756,detmold,8971s202,2002,11,3
rec-14814,dup-0,karla,mccarthy,noyce,63868,grosswallstadt,591837273,1959,8,2
rec-14830,dup-0,bridget,,lipsett,33039,nieheim,12862354,1990,11,4
rec-14845,dup-0,amy,meadows,clarke,71560,sulzbach an der murr,285666557,1988,11,15
rec-14853,dup-0,maddison,lamprey,rau,16348,wandlitz,6o9958892,1961,4,17
rec-14856,dup-0,catherine,spratt,rawlings,19061,schwerin,235459824,1985,4,27
rec-14860,dup-0,emiily,grainger,,35110,frankenau,285381106,1973,3,10
rec-14866,dup-0,madeleine,bevin,,33014,bad driburg,125572968,1986,9,7
rec-14882,dup-0,karli,tencic,,44801,bochum,238196010,1982,10,26
rec-14885,dup-0,imogen,jancek,,67745,grumbach,511173588,2017,2,26
rec-14887,dup-0,esme,mesecke,,80995,munchen,191773819,1979,2,7
rec-14892,dup-0,charlize,white,,30629,hannover,842367003,1959,4,16
rec-14896,dup-0,abby,dallas,,52531,ubach-palenberg,27276347,1985,12,1
rec-14905,dup-0,emiily,stanley,,58507,ludenscheid,125549276,1961,5,20
rec-14912,dup-0,,wight,jenna,29353,ahnsbeck,145647764,1972,11,25
rec-14940,dup-0,matilda,pringle,everett,36169,rasdorf,85249796,1949,9,20
rec-14966,dup-0,eleanor,kelley,slicer,56295,lonnig,664344968,1955,5,16
rec-14988,dup-0,jessie,green,,65934,frankfurt am main,558433314,1943,8,24
rec-14994,dup-0,sophie,domarecki,,47506,neukirchen-vluyn,547812596,1997,2,25
rec-14995,dup-0,charlize,clarke,,57583,nauroth,728763100,1978,3,27
rec-15005,dup-0,alice,clarke,ryan,79232,march,69864768,2017,2,16
rec-15039,dup-0,emerson,sunderland,,26127,oldenburg (oldenburg) burgerfelde (nord/west),137157804,1971,7,18
rec-15051,dup-0,hannah,rudd,ho,71126,gaufelden,658801981,1940,10,5
rec-15053,dup-0,alexandra,green,sherriff,49324,melle,6239919,1973,2,13
rec-15060,dup-0,diamond,bissett,dargaville,74635,kupferzell,793520127,1940,1,16
rec-15073,dup-0,leah,deakin,,67691,hochspeyer,319924458,1963,2,2
rec-15079,dup-0,sophie,bakirtzakis,,4860,torgau,626533341,1947,2,12
rec-15083,dup-0,olivia,heuer,campbell,49586,merzen,290314249,1964,2,13
rec-15093,dup-0,alexandra,schuster,,48455,bad bentheim,349400503,1988,8,17
rec-15111,dup-0,katharine,hope,,42111,wuppertal (donberg,220260157,1992,8,2
rec-15116,dup-0,alia,pollidorou,wilkins,12099,berlin tempelhof,405330654,1949,1,19
rec-15123,dup-0,giuliana,korff,,54568,gerolstein,442849644,1951,4,11
rec-15141,dup-0,coumans,paterson,emiily,86938,schondorf a. ammersee,94262469,1946,3,8
rec-15149,dup-0,jordan,campbell,,46485,wesel,729264787,2000,11,26
rec-15166,dup-0,paige,white,heidrich,84155,bodenkirchen,834294247,2021,4,15
rec-15167,dup-0,angie,stephenson,les,4105,leipzig,66391444,9,2019,6
rec-15169,dup-0,katelyn,sherriff,crouch,53572,bruchhausen,144367248,1961,3,15
rec-15175,dup-0,gabriella,teague,reid,17379,ferdinandshof,35646462,1954,11,7
rec-15185,dup-0,brooke,ryan,nguyen,47447,moers,765221142,1998,10,6
rec-15206,dup-0,reganne,clutterbuck,,10715,berlin wilmersdorf,132751219,2008,6,12
rec-15209,dup-0,aliza,ollivier,,42399,wuppertal-beyenburg (dazu gehort frielinghausen,615616292,1952,10,19
rec-15217,dup-0,cassandra,vincent,,83623,dietramszell,853224780,1979,12,21
rec-15219,dup-0,samantha,callahan,,57290,neunkirchen,329678478,2015,4,25
rec-15221,dup-0,libby,mcclare,melin,49844,bawinkel,737723070,1943,9,4
rec-15222,dup-0,rosie,peachey,,27374,visselhovede,498108755,1946,7,20
rec-15224,dup-0,artis,dooley,kaysey,91610,insingen,829758530,1994,9,18
rec-15233,dup-0,jemma,dixon,,99338,plaue,572275408,1951,9,2
rec-15240,dup-0,rebecca,mcneill,,78048,villingen-schwenningen,700982532,1962,4,12
rec-15241,dup-0,zoe,white,karkatsalis,49685,emstek,852243717,2004,12,8
rec-15251,dup-0,maddison,harrity,,60385,frankfurt am main,71312217,1963,2,3
rec-15257,dup-0,,george,timara,69126,heidelberg,690756431,1983,12,14
rec-15280,dup-0,olivia,clarke,goldsworthy,47839,krefeld,46747664,2008,5,5
rec-15283,dup-0,emiily,irons,egan,97950,grossrinderfeld,513934995,2007,7,14
rec-15300,dup-0,prudence,geue,,95706,schirnding,251297772,1998,2,9
rec-15314,dup-0,alexandra,matthews,clarke,15366,neuenhagen,7360028,1949,7,2
rec-15322,dup-0,holly,clarke,,79346,endingen am kaiserstuhl,244427445,1954,1,14
rec-15365,dup-0,kaitlin,ryan,clarke,95131,schwarzenbach a. wald,856177729,1957,10,18
rec-15377,dup-0,brianna,webb,,6846,dessau-rosslau,896898447,19,2,2002
rec-15390,dup-0,talia,lowe,,41849,wassenberg,341470205,1980,3,25
rec-15401,dup-0,madeline,white,ten hove,25927,neukirchen,279649344,1983,8,23
rec-15408,dup-0,bridget,coleman,nguyen,61350,bad homburg v.d. hohe,65433197,1980,2,11
rec-15409,dup-0,felicity,benjamin,hilton,40479,dusseldorf,6335542,1978,4,20
rec-15418,dup-0,katie,white,campton,97500,ebelsbach,615397123,1982,3,4
rec-15428,dup-0,taylor-saige,bishop,simmonds,79244,munstertal,10037l389,1955,5,23
rec-15436,dup-0,renee,nguyen,,72119,ammerbuch,38775343,2001,11,5
rec-15442,dup-0,caitlin,philcox,mason,42105,wuppertal,577341764,1988,5,19
rec-15448,dup-0,erin,nguyen,berry,20148,hamburg,628850202,1990,4,7
rec-15456,dup-0,willow,binns,,12157,berlin schoneberg,73476904,1999,4,9
rec-15485,dup-0,layla,wooley,,4651,bad lausick,892807180,2018,7,22
rec-15488,dup-0,emma,schembri,,38557,osloss,159696852,1971,12,5
rec-15491,dup-0,finn,camp,,60386,frankfurt am main,585541390,2002,1,16
rec-15502,dup-0,alexandra,christo,leong,91560,heilsbronn,608047,1998,11,14
rec-15518,dup-0,lani,berry,byers,94436,simbach,236126394,2005,8,27
rec-15554,dup-0,zoe,ryan,,13409,berlin-west,89301616,1987,3,6
rec-15558,dup-0,sophie,baars,,74749,rosenberg,839661938,1972,2,18
rec-15565,dup-0,shona,bishop,browne,55568,staudernheim,486919016,2005,1,6
rec-15568,dup-0,isabelle,gilbertson,,97904,dorfprozelten,713869141,1972,1,16
rec-15570,dup-0,laura,jolly,ryan,26603,aurich,764803511,1981,9,6
rec-15583,dup-0,corie,nye,yallop,96231,staffelstein,78956600,1973,7,25
rec-15588,dup-0,faith,clarke,,51491,overath,345346707,1933,9,25
rec-15597,dup-0,monique,webb,tarczylo,4207,leipzig,407942253,1951,4,13
rec-15601,dup-0,victoria,lette,,49356,diepholz,590500458,2005,3,10
rec-15608,dup-0,ella,campbell,,67734,katzweiler,103451125,1960,3,6
rec-15614,dup-0,hannah,halamaj,,73485,unterschneidheim,514306716,1990,3,21
rec-15620,dup-0,sian,myles,,85604,zorneding,433293112,22,6,1959
rec-15624,dup-0,lauren,burnell,rollins,45964,gladbeclc,27932313,2013,1,13
rec-15637,dup-0,miranda,bradshaw,reid,63607,wachtersbach,134543669,1941,1,16
rec-15645,dup-0,christina,waller,,76337,waldbronn,666536455,1982,8,29
rec-15650,dup-0,charlotte,plumb,,24872,gross rheide,508324167,1989,11,30
rec-15688,dup-0,layla,mason,white,50827,koln,100599350,1984,2,7
rec-15690,dup-0,ruby,dakin,jiang,29585,jelmstorf,31408996,1949,9,30
rec-15709,dup-0,gillian,white,,49448,lemforde,144562773,2000,7,15
rec-15711,dup-0,samantha,spark,simmonds,20099,hamburg,531670528,1952,3,13
rec-15722,dup-0,olivia,menzies,bat,85540,haar,553229802,1950,8,2
rec-15739,dup-0,kelsea,edgecombe,,66287,quierschied,197937351,12,6,1986
rec-15764,dup-0,nemesia,green,,72461,albstadt,586716475,1983,11,18
rec-15774,dup-0,montana,havelberg,la tone,24999,wees,771679130,1969,2,27
rec-15778,dup-0,crystal,rundle,,25591,ottenbuttel,690628784,1989,5,21
rec-15780,dup-0,gracie,nicoloulias,,97494,bundorf,5794666,1973,3,24
rec-15787,dup-0,maya,stephenson,,60487,frankfurt am main,285462163,2019,4,1
rec-15805,dup-0,karissa,death,kammermann,16230,melchow,682799055,2006,10,20
rec-15809,dup-0,ruby,jeffries,fotopoulos,33617,bielefeld,484885223,1954,10,5
rec-15810,dup-0,kelsy,paterson,,86462,langweid a. lech,115810892,1959,11,27
rec-15818,dup-0,ellouise,campbell,,63834,sulzbach am main,667953949,1990,8,17
rec-15820,dup-0,sophie,dillworth,mew,88377,riedhausen,8848093,1967,7,8
rec-15823,dup-0,ella,shinnick,,8280,aue,156492183,2006,10,13
rec-15845,dup-0,charlotte,berry,,27446,selsingen,86497562,2014,7,4
rec-15846,dup-0,alicia,,,78532,tuttlingen,638863509,1958,12,27
rec-15849,dup-0,isabella,agius,,46119,oberhausen,396328903,2004,1,25
rec-15853,dup-0,chloe,lodge,kemsley,47139,duisburg,644189785,1967,12,8
rec-15857,dup-0,eva,white,halligan,74255,roigheim,633631145,1997,5,24
rec-15859,dup-0,annabelle,vaszocz,,24568,kaltenkirchen,779979756,1986,11,16
rec-15860,dup-0,aleisha,marlow,cochrane,79244,munstertal,80424703,1976,9,28
rec-15862,dup-0,eliza,godfrey,,42651,solingen,498473708,1993,11,26
rec-15879,dup-0,taylah,compton,,29394,luder,5747134,1975,6,1
rec-15893,dup-0,georgia,mcclelland,,42553,velbert,197465549,1978,1,26
rec-15895,dup-0,wang,banham,isabella,17089,burow,71187136,1951,7,24
rec-15900,dup-0,charlotte,crosswell,wheatley,39345,flechtingen,863842508,2000,4,6
rec-15903,dup-0,chelsie,wimmer,mccarthy,24999,wees,537150733,2017,2,13
rec-15905,dup-0,sarah,fitzpatrick,ngai,60389,frankfurt am main,420822245,2002,11,10
rec-15915,dup-0,giorgia,qgreen,campbell,13503,berlin tegel,544648370,2005,5,6
rec-15919,dup-0,phoebe,bruse,hyland,40489,dusseldorf,39784262,1941,12,8
rec-15921,dup-0,tara,reid,mayvnard,82178,puchheim,360132560,1972,2,9
rec-15931,dup-0,sophie,,meffre,66763,dillingen/saar,556379421,1984,4,16
rec-15932,dup-0,lucy,siviour,,46569,hunxe,76091573,1990,8,13
rec-15935,dup-0,ashleigh,zolyniak,boxer,93077,bad abbach,43505148,1993,4,10
rec-15953,dup-0,maddison,campbell,herbert,14197,berlin wilmersdorf,256596963,1974,9,29
rec-15961,dup-0,samantha,andersch,,40472,dusseldorf,97808486,1984,8,8
rec-15990,dup-0,tahni,tuendemann,,39448,borde-hakel,50134274,1953,3,4
rec-15993,dup-0,kristin,mcneill,ryan,26553,dornum,625494145,1942,6,29
rec-16004,dup-0,breana,padbury,beltsos,49191,belm,187309928,2011,7,26
rec-16012,dup-0,lucy,mason,nguyen,59872,meschede,72198355,2009,3,8
rec-16015,dup-0,chloe,gold,,39624,kalbe,1011r5469,1994,1,21
rec-16024,dup-0,jade,charman,,54526,landscheid,135948920,1979,2,3
rec-16029,dup-0,asha,harrland,,26434,wangerland,732581766,2022,9,6
rec-16033,dup-0,meg,moulton,,50181,bedburg,488985440,1977,6,5
rec-16039,dup-0,tayla,hoang,bansemer,69257,wiesenbach,299275842,1966,1,17
rec-16040,dup-0,karla,everett,klugman,91083,baiersdorf,595828242,1986,10,5
rec-16047,dup-0,samantha,clarke,conaghty,9q262,birgland,58601833,1985,9,15
rec-16065,dup-0,,wiseman,karla,10365,berlin lichtenberg,570704199,1957,7,10
rec-16070,dup-0,indyana,everett,clarke,39240,calbe,842782626,1994,9,11
rec-16087,dup-0,sian,campbell,timmermans,49685,emstel<,892665647,1967,1,7
rec-16115,dup-0,lucy,ryan,willing,88636,illmensee,145891364,1992,6,6
rec-16190,dup-0,mhary,white,,84378,dietersburg,96845306,1941,4,29
rec-16195,dup-0,chantelle,elphick,,84389,postmunster,333225038,2000,5,31
rec-16196,dup-0,kiarnee,browne,hingston,94428,eichendorf,408353643,1999,5,7
rec-16201,dup-0,kristin,lodge,,48356,nordwalde,485644007,1963,4,7
rec-16203,dup-0,carla,cochrane,,29559,wrestedt,43017343,1997,2,3
rec-16249,dup-0,kaitlyn,thorpe,gallio,47626,kevelaer-winnekendonk,89998625,1939,8,14
rec-16250,dup-0,jasmyn,maynard,morrison,64289,darmstadt,510896692,1975,10,16
rec-16254,dup-0,emiily,philcox,,63785,obernburg a.main,532503645,2010,3,8
rec-16269,dup-0,bethany,hering,kwiatek,9130,chemnitz,168361120,2004,13,8
rec-16274,dup-0,saara,boyle,campbell,21529,kroppelshagen-fahrendorf,74760211,2015,8,3
rec-16312,dup-0,ebony,de gennaro,,69429,waldbrunn,863252594,1993,9,18
rec-16327,dup-0,mia,northway,,32423,minden,550870731,1956,3,21
rec-16329,dup-0,montana,verco,,10179,berlin mitte,872436041,1966,5,27
rec-16332,dup-0,tahlia,block,lodge,54533,bettenfeld,46258240,1935,4,3
rec-16337,dup-0,darcie,schumann,,34260,kaufungen,82441684,1994,10,17
rec-16350,dup-0,caitlin,ollert,,99195,grossrudestedt,199758129,1969,3,3
rec-16352,dup-0,keeley,perfetto,,67686,mackenbach,475399283,1967,3,21
rec-16357,dup-0,brooke,arts,,26474,spiekeroog,885347044,2016,5,6
rec-16362,dup-0,nacoya,campbell,,84032,landshut,442715994,1976,10,20
rec-16374,dup-0,stephanie,cheshire,creten,892q0,buch,196760333,1999,12,6
rec-16417,dup-0,isabella,rees,,67593,westhofen,455846034,2016,10,2
rec-16422,dup-0,rubby,warrior,,88527,unlingen,162616440,1977,2,3
rec-16430,dup-0,chantelle,thorpe,,75305,neuenburg,683873288,1986,6,14
rec-16438,dup-0,georgia,clarke,stanley,52499,baesweiler,325989377,2002,2,9
rec-16490,dup-0,isabelle,paterson,,38467,bergfeld,134853207,1980,9,19
rec-16492,dup-0,stephanie,white,,51570,windeck,85101920,1944,5,8
rec-16493,dup-0,elysse,walkley,mihal,42555,velbert,613339977,2015,2,16
rec-16499,dup-0,isabelle,herbert,,72539,pfronstetten,735867630,1993,6,29
rec-16506,dup-0,lara,varcoe,,61203,reichelsheim (wetterau),12234911,2016,9,7
rec-16524,dup-0,alexandra,martinello,,96191,viereth-trunstadt,871408675,1954,7,10
rec-16537,dup-0,bridget,arbuckle,huebner,35112,fronhausen,787334754,1954,11,24
rec-16539,dup-0,tiarna,maczkowiack,,16230,melchow,461963071,1957,1,6
rec-16560,dup-0,reid,naomi,dargaville,45133,essen,457769439,1961,6,3
rec-16581,dup-0,emma,hamblin,,79798,jestetten,27656156,1997,10,11
rec-16589,dup-0,tanyshah,clarke,,63452,hanau,639936313,1968,2,3
rec-16592,dup-0,abbie,green,spourdos,91463,dietersheim,586227984,1940,4,8
rec-16595,dup-0,rebecca,frosina,,58739,wickede (ruhr),196503211,1957,7,19
rec-16617,dup-0,elly,rawlings,kinniburgh,34302,guxhagen,590236274,1997,10,17
rec-16625,dup-0,isabella,harrington,blows,76549,hugelsheim,416251431,2005,12,5
rec-16633,dup-0,eloise,grierson,joraslafsky,34479,breuna,363466421,2003,11,8
rec-16640,dup-0,taliah,capel,,63454,hanau,868269403,1975,4,8
rec-16641,dup-0,jorja,daysh,,75395,ostelsheim,768375541,1974,11,11
