rec-id,version,first-name,surname,birth-name,postcode,city,ssn,birth-year,birth-month,birth-day
rec-30326,dup-1,tanyshah,hand,mildren,53179,bonm,319585811,1955,12,14
rec-30344,dup-1,claudia,dixon,morcom,36320,kirtorf,90626747,1958,3,19
rec-30347,dup-1,harley,heyes,,42857,remscheid,436991678,2017,8,21
rec-30375,dup-1,lauren,masori,glass,9603,grossschirma,557144968,1938,4,18
rec-30377,dup-1,taylor,falting,pettigrove,94253,bischofsmais,489370270,1943,4,22
rec-30386,dup-1,jacqueline,ferris,,42103,wuppertal,201335336,2000,11,20
rec-30397,dup-1,amy,procter,scerri,76833,frankweiler,17436380,1973,9,15
rec-30402,dup-1,hannah,carbone,,13129,berlin blankenburg,65288279,1938,5,15
rec-30410,dup-1,shakirah,gilbertson,,59514,welver,805815025,1974,8,2
rec-30413,dup-1,lara,mccarthy,peachey,47119,duisburg,191489059,2015,5,3
rec-30415,dup-1,georgia,van beek,,37359,kullstedt,6412257,1976,9,21
rec-30418,dup-1,taylah,dent,,70188,stuttgart,143350503,2009,11,24
rec-30431,dup-1,mikayla,lamberton,,25774,lunden,619229773,1986,12,30
rec-30449,dup-1,imogen,cruttenden,,89361,landensberg,4218389,1976,6,11
rec-30458,dup-1,madison,blake,burford,67715,geiselberg,28383212,1990,11,4
rec-30483,dup-1,sienna,vincent,,96049,bamberg,889328178,2005,2,15
rec-30501,dup-1,goldsworthy,juanta,juliana,86984,prem,148677978,1942,8,15
rec-30506,dup-1,madison,collier,maynard,72532,gomadingen,871886591,1997,8,28
rec-30516,dup-1,felicity,lat one,,80995,munchen,25294376,2001,3,4
rec-30523,dup-1,adriana,witty,,40724,hilden,600249900,1996,6,10
rec-30535,dup-1,sophie,goode,,99099,erfurt,63920601,2005,9,15
rec-30545,dup-1,emma,vitzpatrick,wehner,79258,hartheim,352490103,1965,3,23
rec-30550,dup-1,laura,cobbin,morrish,6526,sangerhausen,191482286,1937,4,29
rec-30560,dup-1,seanna,eyles,mccarthy,34626,neukirchen (knull),414456475,1983,7,25
rec-30562,dup-1,georgia,grimm,,72108,rottenburg am neckar,134337319,1958,9,28
rec-30564,dup-1,ella,negri,,67475,weidenthal,753139077,1956,1,10
rec-30597,dup-1,takeisha,stanley,,51063,koln,452151813,1962,5,4
rec-30605,dup-1,chloe,snell,,40470,dusseldorf,578764860,2013,12,14
rec-30606,dup-1,mason,bianca,,46446,emmerich am rhein,543163951,1987,4,24
rec-30614,dup-1,chloe,rawlings,,1279,dresden,522568005,12,1960,28
rec-30615,dup-1,georgia,white,ryan,31621,pennigsehl,315307759,1992,7,6
rec-30642,dup-1,catherine,purdon,weidenbach,31542,bad nenndorf,79885080,1967,6,19
rec-30651,dup-1,samantha,ballantyne,gerhardt,57234,wilnsdorf,258633535,1954,11,22
rec-30652,dup-1,adriana,white,,45276,essen,476955884,1990,11,16
rec-30653,dup-1,peyton,bishop,quan,24226,heikendorf,770236701,1988,3,20
rec-30671,dup-1,jenna,thorpe,green,31627,rohrsen,707811763,1971,3,18
rec-30683,dup-1,emiily,knapman,simmonds,77793,gutach (schwarzwaldbahn),417393468,2019,6,6
rec-30684,dup-1,katelyn,,guymer,46240,bottr0p,398838956,2014,4,27
rec-30685,dup-1,katie,wheatley,,12247,berlin lankwitz,290145060,1945,9,3
rec-30699,dup-1,sophie,morrison,,46446,emmerich am rhein,691887753,2005,12,25
rec-30712,dup-1,eliza,garipou,humphreys,99427,weimar,310705503,1979,8,9
rec-30734,dup-1,alexandra,stephenson,,48712,gescher,852801470,1953,7,2
rec-30738,dup-1,katelin,campbell,,30655,hannover,166129971,1961,10,7
rec-30743,dup-1,cassandra,hope,,67734,katzweiler,150219459,1974,3,2
rec-30745,dup-1,indyana,clarke,,49536,lienen,606429225,2018,7,5
rec-30754,dup-1,stephanie,reid,,32312,lubbecke,502484092,1943,10,23
rec-30758,dup-1,ella,blake,,78048,villingen-schwenningen,442144449,1998,11,3
rec-30766,dup-1,ellen,boyle,,46244,bottrop,604441707,1999,3,9
rec-30767,dup-1,annabel,harrington,leslie,46244,bottrop,480487146,1944,3,27
rec-30777,dup-1,lara,bishop,,65199,wiesbaden,539520495,1978,6,21
rec-30793,dup-1,sophie,kang,,48282,emsdetten,90768697,2015,5,26
rec-30822,dup-1,mason,willow,,65239,hochheim am main,106502319,1968,6,10
rec-30823,dup-1,madison,golder,,1665,kabschutztal,484595876,1983,0,18
rec-30834,dup-1,alana,atsalas,,97199,ochsenfurt,503145974,1953,3,4
rec-30837,dup-1,taylor,breschi,,7545,gera,113668854,1962,1,5
rec-30869,dup-1,alivia,stanfield,kinnane,52441,linnich,679942063,1949,12,25
rec-30882,dup-1,ellie,thredgold,,39124,magdeburg,820804130,1966,10,15
rec-30906,dup-1,daniella,boxhall,,81929,munchen,725128860,2018,3,5
rec-30912,dup-1,macey,clarke,morcom,50259,pulheim,815971394,4,1984,13
rec-30914,dup-1,bethany,morcom,,57319,bad berleburg,45141977,2014,8,14
rec-30922,dup-1,amber,prideaux,,96172,muhlhausen,129993103,1981,10,16
rec-30927,dup-1,alysha,giordano,,80333,munchen,364414575,1966,6,8
rec-30930,dup-1,april,denholm,burford,4279,leipzig,391522859,1985,4,11
rec-30938,dup-1,sarah,morrison,,13583,berlin spandau,469729974,1943,5,7
rec-30945,dup-1,alexandra,matthews,,63150,heusenstamm,281547441,1983,12,24
rec-30961,dup-1,bree,goode,,66636,tholey,770590918,1979,7,9
rec-30964,dup-1,isabella,pidcock,dixon,85579,neubiberg,696729610,2000,7,13
rec-30982,dup-1,bailee,carlington,kingsley,83666,waakirchen,697123692,1989,12,6
rec-30993,dup-1,rebekah,purser,,67728,munchweiler an der alsenz,183461968,1970,7,20
rec-30998,dup-1,teresa,chamalaun,,60385,frankfurt am main,776371509,1945,3,4
rec-30999,dup-1,lahey,charlotte,,70563,stuttgart,253337969,1937,6,29
rec-31012,dup-1,ellen,maynard,richmond,41065,monchengladbach,875363139,2016,5,16
rec-31024,dup-1,kyah,coleman,thorpe,57642,alpenrod,367421143,1968,8,15
rec-31052,dup-1,katelin,shepherd,mitric,74219,mockmuhl,6498749,1979,4,18
rec-31053,dup-1,lily,simmonds,,48301,nottuln,71773179,1998,6,6
rec-31054,dup-1,lily,bullock,,89567,sontheim an der brenz,83597649,1937,2,16
rec-31094,dup-1,lucy,clarke,,7407,rudolstadt,785925140,1960,7,9
rec-31102,dup-1,sarah,clarke,,35094,lahntal,560603225,1961,6,25
rec-31106,dup-1,erin,neumann,ryan,95494,gesees,860117244,1997,2,11
rec-31107,dup-1,emiily,elphick,clarke,52538,gangelt,427106277,2011,7,7
rec-31113,dup-1,caitlyn,manzie,,13353,berlin wedding,813611039,2010,9,20
rec-31115,dup-1,eliza,alagich,cochrane,31638,stockse,292195883,2017,6,1
rec-31125,dup-1,lauren,schumann,,4539,groitzsch,571359225,1933,1,9
rec-31146,dup-1,tahlia,coffey,pascoe,56659,burgbrohl,681622104,1991,8,27
rec-31155,dup-1,mikhayla,hannagan,,45476,mulheim an der ruhr,18830245,2023,5,4
rec-31157,dup-1,chloe,carraill,coffey,65835,liederbach am taunus,404981482,2005,3,27
rec-31162,dup-1,ella,sembrano,herbert,38667,bad harzburg,7378261,1963,10,10
rec-31163,dup-1,lauren,ledeunff,,85457,worth,207598475,2023,11,17
rec-31186,dup-1,caitlin,whillas,atkinson-crawford,57638,neitersen,274691966,1961,12,16
rec-31195,dup-1,isabelle,rundle,,88097,eriskirch,24786766,1963,12,22
rec-31212,dup-1,abbey,browne,,64739,hochst i. odw.,118871679,1988,11,19
rec-31217,dup-1,monique,dixon,rosa,12557,berlin,786286912,2020,12,19
rec-31229,dup-1,chelsea,kinnane,ryan,38875,oberharz am brocken,204292327,1997,6,22
rec-31234,dup-1,cassandra,rees,lahey,66879,steinwenden,264170930,1950,3,14
rec-31251,dup-1,elly,meuli,,73447,oberkochen,176966882,2021,3,11
rec-31289,dup-1,mia,binns,,44149,dortmund,513697918,1949,12,29
rec-31300,dup-1,kyra,ryan,gehling,26474,spiekeroog,24754168,2002,1,24
rec-31305,dup-1,madison,walls,mason,24997,wanderup,20861242,1991,12,15
rec-31313,dup-1,jessica,parr,,88459,tannheim,786932620,2011,1,5
rec-31314,dup-1,gabriella,groenewege,,19386,lubz,134101516,1951,5,26
rec-31319,dup-1,amelia,pendergrast,,32341,stemwede,175413145,1952,12,26
rec-31320,dup-1,lauren,bosboom,clarke,14770,brandenburg/ havel,307780220,1998,6,15
rec-31337,dup-1,claire,digan,,39317,elbe-parey,494182323,1980,2,20
rec-31354,dup-1,jasmine,ting,,79809,weilheim,32098427,1953,10,62
rec-31358,dup-1,lucy,fysh,morrison,14193,berlin grunewald,22190484,6,7,1984
rec-31373,dup-1,caitlin,lodge,,84427,sankt wolfgang,827190089,1970,1,38
rec-31374,dup-1,takeisha,nguyen,,88529,zwiefalten,180651918,1949,2,20
rec-31395,dup-1,bianca,campain,,12205,berlin lichterfelde,209825020,1952,7,16
rec-31408,dup-1,samantha,girdler,,13507,berlin tegel,66354546,1978,7,3
rec-31429,dup-1,jessica,mazzone,blackwell,29392,wesendorf,357851545,2003,9,27
rec-31457,dup-1,belinda,simmonds,,4159,leipzig,328352515,1948,1,5
rec-31468,dup-1,holly,portlock,green,71576,burgstetten,522232459,1955,9,26
rec-31474,dup-1,aleesha,yee,,41063,monchengladbach,32278788,1956,5,16
rec-31491,dup-1,kayla,bartel,,51598,friesenhagen,22156356,2017,8,9
rec-31501,dup-1,emma,shepherd,shepherd,84172,buch a. erlbach,691729561,1947,1,16
rec-31511,dup-1,emma,hingston,mason,51469,bergisch gladbach,880468061,1930,11,9
rec-31515,dup-1,katelyn,white,,13593,berlin wilhelmstadt,701585701,1984,8,29
rec-31520,dup-1,georgia,ryan,,24105,kiel,87960259,1970,6,17
rec-31538,dup-1,libby,hawes,coleman,88410,bad wurzach,669775929,1936,8,5
rec-31542,dup-1,talia,desilva,,74427,fichtenberg,151985754,1971,5,24
rec-31568,dup-1,emiily,matthews,,24966,sorup,480408314,1959,9,14
rec-31582,dup-1,tiahnee,lowe,wolfenden,51143,koln,680635655,1956,10,5
rec-31585,dup-1,beth,myles,wyllie,84051,essenbach,61686279,1936,10,21
rec-31590,dup-1,ruby,frusher,,86199,augsburg,525268755,1939,5,27
rec-31592,dup-1,danika,herbert,mulville,53121,bonn,31124541,1979,3,7
rec-31601,dup-1,maya,white,burford,25855,haselund,631591525,1978,8,20
rec-31618,dup-1,charli,nicoll,,4552,borna,568770329,1971,2,23
rec-31657,dup-1,maddison,eyre,,35583,wetzlar garbeinheim,88148789,1942,2,12
rec-31660,dup-1,peta,arhipoff,,4288,leipzig,774999439,2004,6,26
rec-31663,dup-1,hannah,groenewoud,,87758,kronburg,228579624,1965,7,12
rec-31676,dup-1,shanaye,crain,everett,46397,bocholt,310845223,2003,1,1
rec-31687,dup-1,kirra,thorpe,nguyen,49846,hoogstede,6814054,1978,12,8
rec-31689,dup-1,dayna,hund,,65843,sulzbach (taunus),722855143,2022,11,20
rec-31698,dup-1,josephine,duvnjak,,33333,bertelsrnann,35463716,1944,11,9
rec-31701,dup-1,lauren,rabe,cadman,4683,naunhof,734184770,1968,8,16
rec-31704,dup-1,,pinnuck,annabella,38327,semmenstedt,173774061,1974,6,15
rec-31706,dup-1,riley,stanley,,29584,himbergen,424994178,1978,10,7
rec-31708,dup-1,jasmine,camp,,29699,bomlitz,568650117,1995,2,3
rec-31715,dup-1,sushames,taylah,aspinall,83098,brannenburg,111600096,1944,1,6
rec-31717,dup-1,samantha,webb,garforth,63526,erlensee,342968304,1972,3,21
rec-31725,dup-1,jade,baillie,miotto,35440,linden,28955650,1963,2,28
rec-31745,dup-1,tarshya,pryer,,49545,tecklenburg,613176280,1999,1,19
rec-31763,dup-1,holly,gigney,,94104,tittling,71959970,2020,1,23
rec-31770,dup-1,isabella,priest,,40225,dusseldorf,432930785,1972,7,9
rec-31820,dup-1,ellie,koenders,carrigg,50935,koln,475223895,1941,10,14
rec-31822,dup-1,tiana,gaden,matthews,13599,berlin haselhorst,812553347,2,10,1991
rec-31829,dup-1,chelsea,,bissett,38690,goslar,321817684,1996,1,15
rec-31849,dup-1,paris,glouftsis,beatton,55758,niederworresbach,292770877,1962,6,18
rec-31856,dup-1,brooke,mesecke,,93342,saal a.d. donau,616326914,1995,7,11
rec-31869,dup-1,kirra,bezos,campbell,60308,frankfurt am main,348743256,2003,11,22
rec-31874,dup-1,lily,crouch,webb,27749,delmenhorst,555212793,1977,10,26
rec-31880,dup-1,neneh,toms,crossman,1219,dresden,608853124,1941,6,3
rec-31889,dup-1,tayla,weller,mcphail,70619,stuttgart,192762769,1992,3,28
rec-31906,dup-1,chelsea,michelmore,,17034,neubrandenburg,481545527,1997,10,29
rec-31912,dup-1,mia,colasante,,28197,bremen,36833399,1959,3,19
rec-31913,dup-1,rachel,rizzo,,63773,goldbach,56718890,1958,10,1
rec-31916,dup-1,tayla,webb,,33613,bielefeld,3453080,1975,11,20
rec-31919,dup-1,,mercorella,kristen,88448,attenweiler,108183229,2007,1,21
rec-31928,dup-1,bethany,vincent,chandler,85457,worth,324388947,1944,5,27
rec-31945,dup-1,georgia,lodge,,47138,duisburg,425208615,1996,5,19
rec-31947,dup-1,xanthe,ryan,,48477,horstel,541768394,1957,9,4
rec-31959,dup-1,lia,winfield,,98716,elgersburg,892968918,1970,11,12
rec-31969,dup-1,lillian,clarke,nekoee,38542,leiferde,49422429,1997,7,30
rec-31976,dup-1,olivia,hammer,zaremba,4229,leipzig,566437802,1995,12,12
rec-31982,dup-1,emiily,norgate,,50676,koln,642126615,1967,3,7
rec-31984,dup-1,amber,perriam,,44625,herne,479949012,1949,12,6
rec-31998,dup-1,sophie,rivers,,79199,kirchzarten,667747259,1984,6,2
rec-32001,dup-1,elly,wilkins,hope,32257,bunde,496709269,1982,8,19
rec-32002,dup-1,sienna,soonthornnawaphap,,42119,wuppertal,172789423,1986,5,28
rec-32003,dup-1,sara-louise,white,,12355,berlin rudow,69358933,1973,1,20
rec-32024,dup-1,grace,sunderland,dent,22115,hamburg,855725844,2014,7,9
rec-32026,dup-1,ella,heron,,40599,dusseldorf,68w201920,2004,12,27
rec-32034,dup-1,natalia,ryan,,76831,billigheim-ingenheim,205725163,2013,8,2
rec-32038,dup-1,finn,neville,,88430,rot an der rot,872373532,2006,9,16
rec-32039,dup-1,emiily,berry,grubb,6638,karsdorf,572531179,1949,11,30
rec-32047,dup-1,emerson,cheshire,,13355,berlin wedding,15019625,1965,10,6
rec-32050,dup-1,caitlin,arghittu,,6114,halle/ saale,676659575,2019,0,27
rec-32051,dup-1,mia,sczensny,,49586,merzen,890685012,1987,6,16
rec-32071,dup-1,adela,storken,stanley,66459,kirkel,93345538,1967,10,16
rec-32088,dup-1,jessica,grainger,wilkey,3238,finsterwalde,660826255,1952,11,9
rec-32096,dup-1,anari,wang,,16909,wittstock/dosse,631961922,1966,1,25
rec-32148,dup-1,jemma,meaney,,75382,althengstett,647166179,1988,8,10
rec-32152,dup-1,kylie,vaisey,sauzier,40882,ratingen,659441911,1966,6,7
rec-32157,dup-1,kiera,glass,,58332,schwelm,436265387,2012,0,11
rec-32159,dup-1,renee,rizovslu,,39164,wanzleben-borde,801182066,1984,1,23
rec-32181,dup-1,schkirra,lawsuba,polmear,9122,chemnitz,308721083,1983,8,23
rec-32182,dup-1,samantha,bishop,,13055,berlin alt-hphenschonhausen,35432748,1993,12,17
rec-32183,dup-1,tanyshah,kowald,triat,48163,munster,815868952,2003,11,9
rec-32195,dup-1,molly,godfrey,warnock,49661,cloppenburg,289345472,1947,1,11
rec-32200,dup-1,lauren,modystach,,47623,kevelaer-mitte,827686622,1956,2,22
rec-32220,dup-1,hannah,soulemezis,kerslake,8328,stutzengrun,285192773,1992,1,1
rec-32223,dup-1,rachael,noble,,6667,weissenfels,44650490,1951,9,16
rec-32224,dup-1,kyra,paterson,sharkie,86860,jengen,819449433,1980,9,1
rec-32234,dup-1,amber,reni,egan,67745,grumbach,5956500,1973,11,14
rec-32239,dup-1,alissa,brazzalotto,,75392,deckenpfronn,700575021,2023,4,19
rec-32240,dup-1,diamond,dixon,skeen,24963,tarp,272976084,1999,3,4
rec-32244,dup-1,ellen,solorzano,clarke,36323,grebenau,216432673,1977,3,15
rec-32252,dup-1,montana,coleman,,22337,hamburg,558140354,1988,1,25
rec-32260,dup-1,charlie,butt,de gennaro,14612,falkensee,44989248,1968,7,11
rec-32289,dup-1,caresse,egan,pettingill,15749,mittenwalde,804471745,1984,2,20
rec-32298,dup-1,caitlin,thorpe,,71679,asperg,6432141,1961,10,12
rec-32301,dup-1,mya,pomfret,,49767,twist,706601134,1987,11,30
rec-32305,dup-1,madeline,laing,,55568,staudernheim,768338659,1939,7,28
rec-32320,dup-1,tahlia,white,webb,49191,belm,656496911,1939,3,19
rec-32329,dup-1,laura,bahouche,,19395,plau am see,534736582,2018,3,28
rec-32340,dup-1,tiarna,jessup,rees,46282,dorsten,351444854,3,1952,11
rec-32343,dup-1,schkirra,glass,,46049,obernausen,59436373,1996,12,2
rec-32360,dup-1,shanaye,craswell,,97253,gaukonigshofen,33892848,2004,7,30
rec-32366,dup-1,isabelle,webb,,54534,grosslittgen,479305889,2002,12,17
rec-32367,dup-1,alexandra,badman,,22941,bargteheide,536295124,1957,9,12
rec-32386,dup-1,hollie,hague,lette,20459,hamburg,3659715,1954,10,8
rec-32399,dup-1,april,campbell,sinton,74547,untermunkheim,446866281,31,12,1959
rec-32415,dup-1,green,sara,bagot,35094,lahntal,220439,1987,8,31
rec-32416,dup-1,chelsea,georgiadis,,12621,berlin kaulsdorf,67383947,1955,6,19
rec-32425,dup-1,lily,heenan,dallas,73776,altbach,701234389,1941,8,18
rec-32428,dup-1,rosie,nicolle,waterlander,82061,neuried,352476797,1963,1,26
rec-32440,dup-1,taalia,mckirdy,karahalios,27252,schwaforden,4223165,1991,4,7
rec-32449,dup-1,talia,bishop,,39104,magdeburg,635694879,1972,6,6
rec-32454,dup-1,koula,bowerman,mason,27755,delmenhorst,77962437,2017,12,8
rec-32461,dup-1,madeleine,steed,,27711,osterholz-scharmbeck,133534155,1976,8,25
rec-32464,dup-1,montana,dibben,mcfeeters,39615,seehausen,557680311,2007,12,25
rec-32470,dup-1,gabrielle,paterson,morrison,83700,braunlage,706628962,1954,10,17
rec-32474,dup-1,lucy,paterson,,55483,dickenschied,87868978,1952,8,15
rec-32479,dup-1,aleisha,basedow,,47229,duisburg,880308518,1951,6,1
rec-32487,dup-1,jessica,beams,,91058,erlangen,717376420,1969,4,17
rec-32496,dup-1,caitlin,eglintom,,56753,mertloch,805854992,1942,3,26
rec-32500,dup-1,grubb,monique,,52159,roetgen,835952117,2004,3,2
rec-32504,dup-1,aleisha,mccarthy,george,40235,dusseldorf,786295861,1983,10,25
rec-32516,dup-1,bethany,mccarthy,purdon,50674,koln,525416615,1973,3,12
rec-32545,dup-1,peta,reid,,54450,freudenburg,864492545,1959,3,20
rec-32551,dup-1,alisa,fauser,,45356,essen,570823373,2000,12,2
rec-32562,dup-1,caitlin,dubbioso,pascoe,75394,oberreichenbach,143764268,1971,6,18
rec-32574,dup-1,ambrosia,keatch,,35690,dillenburg,108664215,1987,11,27
rec-32598,dup-1,lauren,dixon,,8233,treuen,796306877,1943,8,1
rec-32614,dup-1,stephanie,carbone,hauser,12555,berlin kopenick,120680258,2013,11,22
rec-32615,dup-1,ayla,stanbury,araujo,44793,bochum,342224014,1953,9,27
rec-32632,dup-1,prudence,svircevic,tulla,45134,essen,717530151,1978,4,17
rec-32640,dup-1,tenille,murry,coxon,80538,munchen,352994171,2020,7,19
rec-32662,dup-1,erin,longden,wehr,21403,wendisch evern,547930139,1955,12,23
rec-32684,dup-1,ellen,walkley,,22959,linau,351642159,1996,5,12
rec-32692,dup-1,tayah,hogge,collier,77709,wolfach,254642373,2002,1,13
rec-32717,dup-1,claudia,goldsworthy,,18356,barth,256559339,1958,12,7
rec-32720,dup-1,megan,glass,,6679,hohenmolsen,471731200,1987,1,15
rec-32725,dup-1,joselyn,miles,,69221,dossenheim,67872765,1969,9,1
rec-32759,dup-1,phoebe,sehneider,,31028,gronau (leine),189221583,2000,12,26
rec-32771,dup-1,koula,large,,39359,ratzlingen,740461265,2018,10,10
rec-32781,dup-1,bree,de angelis,,70736,fellbach,61713869,2008,11,29
rec-32787,dup-1,neve,dixon,pascoe,21781,cadenberge,828638115,2005,3,15
rec-32794,dup-1,neve,coleman,,6886,wittenberg,620627947,1934,9,24
rec-32814,dup-1,darcie,rankine,,16775,gransee,684107915,2003,9,11
rec-32819,dup-1,jessica,juric,,97708,bad bocklet,4776q9638,2019,9,29
rec-32841,dup-1,erin,white,,3185,peitz,179303396,1973,7,16
rec-32843,dup-1,shakira,wiaczek,mahon,85088,vohburg a.d. donau,273514873,2004,4,17
rec-32847,dup-1,amy,frahn,reid,90419,nurnberg,388102853,1940,9,23
rec-32849,dup-1,elizabeth,hope,,78606,seitingen-oberflacht,879622651,1970,10,9
rec-32858,dup-1,hayley,bishop,,49577,kettenkamp,518692956,2021,3,5
rec-32862,dup-1,molly,braithwaite,,19339,plattenburg,81558061,1952,7,8
rec-32872,dup-1,roberta,verco,,39629,bismark,152725405,1987,8,1
rec-32884,dup-1,lily,polmear,lowe,31555,suthfeld,664148953,1940,1,18
rec-32888,dup-1,paige,green,,7549,gera,423196253,2015,6,29
rec-32912,dup-1,brooke,white,petersen,37186,moringen,1633352,1965,7,1
rec-32917,dup-1,jenna,buhagiar,,52159,roetgen,209461285,1988,8,14
rec-32933,dup-1,anika,mezhvinsky,mcfadden,12107,berlin mariendorf,845898256,1963,6,18
rec-32943,dup-1,kyah,cleugh,,1219,dresden,63193208,1972,12,12
rec-32957,dup-1,annabel,noack,,87781,ungerhausen,399353940,1999,8,15
rec-32980,dup-1,kelsy,chuying,,9113,chemnitz,82664843,2018,10,10
rec-32984,dup-1,maliah,morrison,,68782,bruhl,3297883,1950,6,25
rec-32989,dup-1,phoebe,green,,63075,offenbach am main,26249953,1960,1,31
rec-32990,dup-1,chloe,roche,maston,60431,frankfurt am main,859265,1991,3,12
rec-33001,dup-1,stephanie,librandi,,30159,hannover,869100103,1995,8,23
rec-33036,dup-1,arabella,crossman,,44809,bochum,666677243,1973,10,19
rec-33041,dup-1,kiana,dietrich,,13437,berlin reinickendorf,195416743,1980,9,25
rec-33052,dup-1,sarah,gillard,,22946,trittau,47461480,1984,10,27
rec-33074,dup-1,zoe,sunderland,,93194,walderbach,246335972,1959,8,18
rec-33099,dup-1,lara,nguyen,,97252,frickenhausen,838965981,1989,9,20
rec-33103,dup-1,charlotte,mazzone,,54518,niersbach,844970691,2017,5,7
rec-33106,dup-1,chelsie,noack,,70193,stuttgart,44560839,1943,12,16
rec-33122,dup-1,madison,webb,,21445,wulfsen,667549051,2018,12,6
rec-33124,dup-1,alicia,webb,laing,38550,isenbuttel,559146057,1974,11,2
rec-33151,dup-1,kayla,hanna,,55483,dickenschied,31960360,1959,11,2
rec-33162,dup-1,montana,donaldson,ryan,13357,berlin gesundbrunnen,8518846,2018,6,10
rec-33164,dup-1,,everett,erin,63936,schneeberg,453664542,2015,6,14
rec-33170,dup-1,tiarna,mason,,66111,saarbrucken,521329110,1994,7,13
rec-33176,dup-1,ella,stanley,,88453,erolzheim,161267026,1977,3,17
rec-33181,dup-1,alisha,nguyen,vincent,74747,ravenstein,175928540,1962,2,4
rec-33187,dup-1,alex,gibb,,77796,muhlenbach,461520350,1967,7,1
rec-33189,dup-1,chloe,macgowan,,49835,wietmarschen,506815320,1957,11,19
rec-33190,dup-1,morgan,hoebergen,,75249,kieselbronn,449455078,1997,12,2
rec-33200,dup-1,molly,wynne,,73054,eislingen/fils,580992769,1970,10,29
rec-33213,dup-1,tarnia,arhipoff,christofilos,57299,burbach,21940661,2019,6,7
rec-33216,dup-1,brigitte,clisby,,41236,monchengladbach,39341876,2011,2,28
rec-33225,dup-1,ashlee,slape,,99086,erfurt,72159977,1966,9,6
rec-33236,dup-1,karli,matthews,compton,20251,hamburg,753173477,1969,8,19
rec-33287,dup-1,ruby,waller,ma,31840,hessisch oldendorf,796422720,1977,8,17
rec-33302,dup-1,kylee,lenartowicz,humphreys,49593,bersenbruck,12399304,1950,4,7
rec-33303,dup-1,emma,simmonds,tilker,21261,welle,557628035,1948,7,9
rec-33304,dup-1,rebecca,lodge,nguyen,58091,hagen,145900584,1942,2,4
rec-33326,dup-1,grace,soewandijono,colquhoun,22956,gronwohld,120691049,2015,9,26
rec-33332,dup-1,elizabeth,crook,,34302,guxhagen,704894152,1960,4,24
rec-33354,dup-1,charlotte,hage,,57539,furthen,62059454,1978,7,31
rec-33376,dup-1,riley,stoker,,59425,unna,544878630,1936,0,3
rec-33378,dup-1,nikita,browne,averats,76332,bad herrenalb,75917106,1985,1,27
rec-33379,dup-1,laura,hoyland,wang,52222,stolberg (rhld.),570389832,1958,4,25
rec-33405,dup-1,annalise,green,beattie,10627,berlin charlottenburg,881636329,1996,6,18
rec-33420,dup-1,elisha,,thorpe,67814,dannenfels,578126417,1996,11,8
rec-33428,dup-1,lutz,averkin,bronte,73072,donzdorf,266440457,2006,12,22
rec-33444,dup-1,rebecca,marsella,paragalli,38554,weyhausen,68571127,2014,1,3
rec-33456,dup-1,larissa,guyatt,petito,8371,glauchau,290433125,1985,6,15
rec-33468,dup-1,sylvie,hage,,40589,dusseldorf,34017196,1989,11,28
rec-33469,dup-1,katelyn,haren,,94086,griesbach i. rottal,712708086,1964,2,2
rec-33484,dup-1,carla,clarke,,28279,bremen,83712535,2020,1,29
rec-33489,dup-1,nikita,mesecke,mesecke,91086,aurachtal,847276377,1985,3,27
rec-33492,dup-1,elli,rothe,,98587,steinbach-hallenberg,471596848,1972,7,19
rec-33519,dup-1,jennifer,wingate,paterson,22087,hamburg,353831591,1965,7,8
rec-33523,dup-1,shelbey,clarke,,20097,hamburg,100129986,1970,5,6
rec-33526,dup-1,ella,hand,mastrippolito,30453,hannover,552229396,1956,10,10
rec-33528,dup-1,emma,green,bonvino,59597,erwitte,393818624,1988,6,11
rec-33541,dup-1,zoe,campbell,,95490,mistelgau,235646901,1968,8,10
rec-33544,dup-1,destynii,hoang,delacy,84389,postmunster,705386082,1983,3,24
rec-33549,dup-1,chloe,gasparin,clarke,86668,karlshuld,746490292,1978,10,9
rec-33568,dup-1,katelin,whetstone,,91555,feuchtwangen,185288534,1989,6,5
rec-33596,dup-1,emiily,ryan,,67699,schneckenhausen,859471201,1998,12,18
rec-33598,dup-1,megan,pascoe,millar,74747,ravenstein,582263913,1944,6,4
rec-33601,dup-1,courtney,brokenshire,,22605,hamburg,651895104,2001,5,26
rec-33605,dup-1,brooke,muskee,dent,28197,bremen,626275668,2017,4,2
rec-33617,dup-1,simone,brock,,16928,pritzwalk,388376216,1976,10,7
rec-33620,dup-1,isabella,steinert,,84332,hebertsfelden,834676209,1974,4,17
rec-33639,dup-1,nikki,steers,,22605,hamburg,262397209,1962,12,2
rec-33655,dup-1,shakira,rogan,,31707,heessen,865844057,2013,10,30
rec-33666,dup-1,anna,filipovic,,66701,beckingen,584822001,1,1997,16
rec-33698,dup-1,trinity,morrison,nieminski,96178,pommersfelden,436557163,1992,9,29
rec-33706,dup-1,alexandra,noble,,60308,frankfurt am main,270151863,1982,7,20
rec-33707,dup-1,lilian,jovanovitch,ryan,67317,altleiningen,796951327,2006,10,4
rec-33717,dup-1,julia,glennon,,75335,dobel,28927397,1955,10,4
rec-33742,dup-1,tiarna,lomman,lavrencic,47807,krefeld,343948016,1970,5,13
rec-33771,dup-1,mary,weller,,34388,trendelburg,815318404,1932,5,17
